Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DateOfResignation
,No,Travel_Rarely,205.0,Research & Development,28.0,4.0,Other,1.0,1221.0,4.0,Male,32.0,3.0,2,Research Scientist,4.0,Single,4826.0,7497.0,,Y,No,25.0,4.0,2.0,80.0,0.0,21.0,3.0,3.0,20.0,11.0,13.0,17.0,
20.0,No,Travel_Rarely,645.0,Sales,,3.0,Marketing,1.0,1176.0,3.0,Male,44.0,4.0,1,Sales Representative,4.0,Single,2626.0,5748.0,1.0,Y,No,17.0,3.0,4.0,80.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,
46.0,No,Travel_Rarely,177.0,Research & Development,2.0,4.0,,1.0,1187.0,4.0,Male,61.0,3.0,2,Manufacturing Director,4.0,Divorced,7147.0,,2.0,Y,No,11.0,3.0,3.0,,1.0,12.0,3.0,2.0,6.0,3.0,1.0,4.0,
41.0,No,Non-Travel,197.0,Human Resources,2.0,5.0,Medical,1.0,1221.0,4.0,Male,80.0,4.0,2,Human Resources,1.0,,6604.0,12730.0,7.0,Y,No,16.0,3.0,1.0,80.0,1.0,10.0,3.0,4.0,4.0,3.0,0.0,3.0,
60.0,No,Travel_Rarely,711.0,Sales,7.0,4.0,Marketing,1.0,1237.0,2.0,,54.0,4.0,2,Sales Executive,4.0,Divorced,4974.0,10610.0,0.0,Y,Yes,18.0,3.0,2.0,80.0,1.0,12.0,,3.0,11.0,7.0,1.0,9.0,
33.0,No,Travel_Frequently,120.0,Research & Development,12.0,3.0,Other,1.0,1162.0,3.0,Female,78.0,2.0,1,Laboratory Technician,2.0,Married,2695.0,6476.0,1.0,,No,20.0,4.0,3.0,80.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,
32.0,No,travel_frequently,1323.0,Research & Development,1.0,2.0,Life Sciences,1.0,1262.0,4.0,Female,38.0,3.0,2,Research Scientist,3.0,Single,4899.0,2766.0,4.0,Y,,14.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,8.0,7.0,0.0,7.0,
36.0,No,Travel_Rarely,413.0,,1.0,3.0,Technical Degree,1.0,,3.0,Female,76.0,1.0,3,Manufacturing Director,1.0,Divorced,10476.0,3979.0,2.0,Y,Yes,21.0,4.0,3.0,80.0,1.0,46.0,2.0,3.0,,7.0,7.0,7.0,
33.0,No,Travel_Rarely,,Research & Development,8.0,3.0,Medical,1.0,1216.0,1.0,Male,59.0,3.0,1,Research Scientist,4.0,Married,2995.0,6307.0,0.0,Y,,13.0,3.0,,80.0,1.0,16.0,5.0,3.0,14.0,10.0,4.0,10.0,
39.0,No,Travel_Rarely,115.0,Sales,9.0,3.0,Technical Degree,1.0,1211.0,2.0,Female,84.0,2.0,2,Sales Executive,2.0,Divorced,6763.0,11286.0,7.0,Y,No,12.0,3.0,2.0,80.0,1.0,7.0,2.0,,,1.0,1.0,3.0,
25.0,No,Travel_Rarely,1359.0,Sales,,4.0,Life Sciences,1.0,1265.0,3.0,Male,56.0,3.0,2,Sales Executive,4.0,,5093.0,20192.0,0.0,Y,,14.0,3.0,2.0,80.0,0.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,
30.0,No,travel_rarely,1482.0,Research&Development,1.0,,Medical,1.0,1280.0,4.0,Male,63.0,3.0,1,Research Scientist,2.0,Married,3780.0,,0.0,Y,Yes,21.0,4.0,1.0,80.0,1.0,12.0,2.0,3.0,11.0,9.0,5.0,7.0,
43.0,No,Travel_Frequently,445.0,Research & Development,26.0,5.0,Medical,1.0,1184.0,1.0,Female,58.0,3.0,3,Research Director,1.0,Married,13258.0,23854.0,3.0,Y,Yes,17.0,3.0,3.0,,0.0,20.0,6.0,3.0,1.0,0.0,0.0,0.0,
35.0,No, nan,1226.0,Sales,8.0,2.0,Marketing,1.0,1290.0,3.0,Female,77.0,2.0,3,Sales Executive,4.0,Married,10315.0,13645.0,4.0,Y,Yes,,3.0,2.0,80.0,1.0,17.0,6.0,2.0,13.0,2.0,4.0,12.0,
27.0,No,Travel_Rarely,1096.0,Research & Development,14.0,3.0,Life Sciences,1.0,1269.0,,Male,43.0,3.0,1,Research Scientist,1.0,Married,2149.0,14478.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,,9.0,3.0,2.0,9.0,7.0,6.0,8.0,
54.0,No,Travel_Frequently,961.0,Research & Development,1.0,4.0,Life Sciences,1.0,1273.0,4.0,Female,52.0,3.0,3,MANUFACTURING DIRECTOR,3.0,Divorced,11097.0,9882.0,7.0,Y,No,17.0,3.0,1.0,80.0,1.0,34.0,2.0,1.0,5.0,4.0,1.0,4.0,
44.0,No,Travel_Rarely,1105.0,Research & Development,48.0,1.0,Life Sciences,1.0,1285.0,1.0,Female,76.0,4.0,1,Research Scientist,4.0,Married,1953.0,20110.0,1.0,Y,,13.0,3.0,4.0,80.0,1.0,,5.0,3.0,9.0,5.0,7.0,7.0,
,Yes,Non-Travel,529.0,Research & Development,9.0,3.0,Medical,1.0,1246.0,1.0,Female,96.0,2.0,1,Research Scientist ,2.0,,2037.0,6369.0,1.0,Y,Yes,25.0,4.0,2.0,80.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,3/9/2017 10:30
30.0,No,Travel_Rarey,1019.0,Research & Development,,3.0,Life Sciences,1.0,1249.0,1.0,Female,98.0,,1,Research Scientist,4.0,Divorced,3915.0,5684.0,1.0,Y,No,15.0,3.0,1.0,80.0,3.0,4.0,5.0,3.0,3.0,2.0,1.0,2.0,
53.0,No,Travel_Rarely,666.0,Research & Development,3.0,3.0,Life Sciences,1.0,1264.0,4.0,Male,85.0,3.0,4,Research Director,4.0,Married,17869.0,23691.0,3.0,Y,No,14.0,3.0,1.0,80.0,0.0,37.0,2.0,3.0,10.0,9.0,0.0,9.0,
30.0,No,Travel_Rarely,,Research & Development,10.0,2.0,Medical,1.0,1275.0,3.0,Male,80.0,3.0,2,Healthcare Representative,1.0,Married,6701.0,17126.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,7.0,2.0,2.0,6.0,5.0,0.0,1.0,
31.0,No,Travel_Rarely,1086.0,Research & Development,24.0,3.0,Medical,1.0,1308.0,3.0,Female,97.0,2.0,2,Healthcare Representative,1.0,Single,6941.0,16935.0,1.0,Y,No,19.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,10.0,9.0,1.0,8.0,
59.0,No,,282.0,Sales,3.0,3.0,Life Sciences,1.0,1208.0,3.0,Female,46.0,2.0,2,Sales Executive,4.0,Single,4921.0,16666.0,5.0,Y,No,17.0,3.0,,80.0,0.0,13.0,2.0,3.0,6.0,1.0,19.0,,
43.0,No,Travel_Rarely,921.0,Research & Development,3.0,3.0,Life Sciences,1.0,1274.0,3.0,Male,95.0,1.0,5,Research Director,4.0,Married,19872.0,18730.0,3.0,,No,14.0,3.0,2.0,80.0,,26.0,2.0,3.0,8.0,7.0,0.0,7.0,
49.0,No,Travel_Rarely,1084.0,Research & Development,4.0,2.0,Medical,1.0,1259.0,1.0,Male,85.0,2.0,5,Manager,3.0,Married,18693.0,12029.0,2.0,Y,No,13.0,3.0,3.0,80.0,1.0,23.0,2.0,4.0,1.0,0.0,0.0,0.0,
36.0,No,Travel_Frequently,470.0,Research & Development,2.0,3.0,Technical Degree,1.0,1288.0,3.0,Male,46.0,3.0,1,Research Scientist,2.0,Married,3988.0,8768.0,1.0,Y,,12.0,3.0,3.0,80.0,0.0,12.0,2.0,2.0,12.0,10.0,0.0,7.0,
48.0,No,Travel_Rarely,972.0,Research & Development,1.0,2.0,Technical Degree,1.0,,4.0,Male,75.0,4.0,1,Laboratory Technician,2.0,Single,2551.0,16607.0,5.0,Y,No,11.0,3.0,3.0,80.0,0.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,
27.0,No,Travel_Rarely,1181.0,Research & Development,3.0,2.0,Life Sciences,,1307.0,1.0,Male,76.0,3.0,1,Research Scientist,3.0,Divorced,2882.0,3257.0,1.0,Y,No,11.0,3.0,2.0,80.0,3.0,,2.0,3.0,5.0,3.0,0.0,3.0,
29.0,No,Travel_Rarely,1336.0,Research & Development,7.0,3.0,Life Sciences,1.0,1233.0,3.0,Male,79.0,3.0,2,HealthcareRepresentative,4.0,Divorced,6620.0,3812.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,2.0,6.0,2.0,3.0,6.0,0.0,1.0,0.0,
48.0,No,Travel_Rarely,733.0,Research & Development,1.0,3.0,Life Sciences,1.0,1303.0,4.0,Male,76.0,2.0,5,,4.0,Single,18410.0,9277.0,6.0,Y,No,12.0,3.0,3.0,80.0,0.0,24.0,3.0,4.0,41.0,0.0,0.0,0.0,
28.0,No,Travel_Rarely,708.0,Research & Development,1.0,8.0,Life Sciences,1.0,1291.0,4.0,Female,88.0,2.0,4,Research Director,4.0,Divorced,16225.0,,3.0,Y,No,14.0,3.0,2.0,80.0,2.0,9.0,2.0,2.0,7.0,7.0,1.0,7.0,
33.0,No,Travel_Rarely,1311.0,Research & Development,20.0,3.0,Technical Degree,1.0,1286.0,3.0,,88.0,4.0,1,Research Scientist,3.0,Married,2429.0,21280.0,0.0,Y,No,17.0,3.0,4.0,80.0,0.0,2.0,,2.0,1.0,,0.0,0.0,
44.0,No,Travel_Rarely,1103.0,Sales,5.0,3.0,Marketing,1.0,1265.0,2.0,Male,86.0,3.0,5,Manager,2.0,Married,18151.0,8662.0,7.0,Y,No,11.0,3.0,3.0,80.0,1.0,26.0,5.0,3.0,22.0,9.0,3.0,10.0,
33.0,No,Travel_Rarely,542.0,SALES,,,Marketing,1.0,1278.0,4.0,Male,82.0,4.0,3,Sales Executive,3.0,Divorced,8001.0,21203.0,0.0,,Yes,14.0,3.0,4.0,80.0,2.0,11.0,3.0,3.0,9.0,8.0,0.0,8.0,
19.0,No,Travel_Rarely,247.0,Research & Development,24.0,3.0,Life Sciences,1.0,1257.0,2.0,Female,58.0,4.0,1,Research Scientist,4.0,Single,3008.0,21391.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,
22.0,No,Travel_Rarely,362.0,Research & Development,1.0,2.0,Life Sciences,1.0,1284.0,4.0,,,3.0,1,research scientist,3.0,Married,1224.0,17396.0,1.0,Y,No,22.0,4.0,4.0,80.0,1.0,2.0,2.0,3.0,1.0,0.0,,1.0,
25.0,Yes,Travel_Frequently,570.0,Sales,24.0,1.0,Life Sciences,1.0,1314.0,3.0,Male,,1.0,1,Sales Representative,4.0,Single,1492.0,8102.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,
26.0,,,570.0,Research & Development,5.0,2.0,Life Sciences,1.0,1264.0,3.0,Male,53.0,3.0,1,Research Scientist,4.0,Single,2898.0,9378.0,1.0,Y,Yes,,4.0,2.0,80.0,0.0,8.0,2.0,2.0,8.0,5.0,2.0,2.0,11/5/2019 10:30
46.0,Yes,Travel_Rarely,1450.0,Sales,,3.0,Marketing,1.0,1293.0,1.0,Female,93.0,1.0,5,Manager,2.0,Single,18909.0,2566.0,2.0,Y,,16.0,3.0,1.0,80.0,0.0,26.0,2.0,3.0,24.0,10.0,1.0,,10/9/2020 10:30
55.0,No,Non-Travel,188.0,Research & Development,8.0,1.0,Medical,1.0,1314.0,4.0,Male,36.0,2.0,4,Healthcare Representative,2.0,Divorced,13331.0,26033.0,1.0,Y,,15.0,3.0,4.0,80.0,1.0,33.0,3.0,3.0,33.0,9.0,15.0,0.0,
21.0,Yes,TravYel_Frequently,246.0,,10.0,2.0,Life Sciences,1.0,1285.0,1.0,Female,45.0,,1,Laboratory Technician,3.0,Single,2999.0,25542.0,1.0,Y,No,20.0,4.0,3.0,80.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1/25/2019 10:30
47.0,No,Travel_Rarely,151.0,Sales,3.0,2.0,Marketing,1.0,,4.0,Female,33.0,2.0,5,Manager,2.0,Married,18948.0,9472.0,2.0,Y,No,14.0,3.0,3.0,80.0,1.0,26.0,2.0,3.0,,4.0,0.0,8.0,
33.0,No,Travel_Rarely,148.0,Sales,2.0,3.0,Marketing,1.0,1271.0,3.0,Female,,3.0,2,Sales Executive,1.0,Single,4795.0,6072.0,0.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,4.0,3.0,3.0,3.0,2.0,0.0,2.0,
51.0,No,Travel_Frequently,229.0,Sales,9.0,,Life Sciences,1.0,1237.0,4.0,Male,83.0,3.0,5,Manager,2.0,Divorced,19795.0,19693.0,4.0,Y,Yes,24.0,4.0,,80.0,1.0,31.0,8.0,2.0,29.0,10.0,11.0,10.0,
59.0,No,Travel_Rarely,1453.0,Research&Development,17.0,4.0,Medical,1.0,1290.0,4.0,Male,68.0,3.0,3,Manufacturing Director ,4.0,Single,10553.0,20178.0,6.0,,No,12.0,3.0,4.0,80.0,0.0,26.0,6.0,2.0,,24.0,5.0,3.0,
35.0,No, Travel_Frequently,122.0,Researchw& Development,19.0,3.0,Medical,1.0,1263.0,3.0,Female,45.0,3.0,2,Laboratory Technician,2.0,Divorced,4285.0,23041.0,4.0,Y,No,13.0,3.0,3.0,80.0,2.0,16.0,2.0,4.0,11.0,8.0,5.0,10.0,
27.0,No,Travel_Frequently,801.0,Research & Devoelopment,2.0,4.0,,1.0,1252.0,4.0,Male,43.0,3.0,1,Laboratory Technician,3.0,Single,2183.0,6261.0,0.0,Y,,11.0,3.0,3.0,80.0,0.0,5.0,2.0,2.0,4.0,2.0,0.0,2.0,
43.0,No,Travel_Rarely,1185.0,,4.0,2.0,Life Sciences,1.0,1316.0,3.0,Male,92.0,4.0,5,Manager,1.0,Divorced,19407.0,17654.0,1.0,Y,No,14.0,3.0,4.0,80.0,2.0,26.0,4.0,2.0,25.0,9.0,14.0,,
34.0,No,Travel_Frequently,669.0,Human Resources,11.0,3.0,Life Sciences,1.0,1300.0,3.0,,55.0,2.0,2,HUMAN RESOURCES,2.0,Married,4213.0,21619.0,4.0,Y,No,11.0,3.0,4.0,80.0,2.0,14.0,5.0,4.0,10.0,9.0,1.0,8.0,
35.0,No,Travel_Rarely,732.0,research & development,6.0,1.0,Life Sciences,1.0,1323.0,3.0,Male,67.0,3.0,1,Research Scientist,,Married,3573.0,6114.0,0.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,4.0,,,3.0,2.0,2.0,2.0,
42.0,No,Travel_Rarely,629.0,Research & Development,7.0,4.0,Medical,1.0,1355.0,2.0,Female,78.0,4.0,2,Research Scientist,2.0,Married,2480.0,5854.0,6.0,Y,Yes,16.0,3.0,4.0,80.0,,18.0,2.0,3.0,0.0,0.0,0.0,0.0,
43.0,No,Travel_Rarely,545.0,Sales ,5.0,4.0,Marketing,1.0,1262.0,4.0,,56.0,2.0,3,Sales Executive,4.0,Single,9869.0,20627.0,3.0,Y,No,14.0,3.0,4.0,80.0,0.0,23.0,3.0,,21.0,7.0,15.0,17.0,
36.0,No,,408.0,Research & Development,2.0,4.0,Life Sciences,1.0,1248.0,3.0,Female,52.0,3.0,2,Manufacturing Director,2.0,Single,5429.0,1838.0,9.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,18.0,2.0,3.0,16.0,14.0,5.0,12.0,
44.0,Yes,Travel_Rarely,640.0,,14.0,3.0,Medical,1.0,1362.0,1.0,Female,74.0,3.0,3,Healthcare Representative,4.0,Married,7959.0,13832.0,1.0,Y,No,11.0,3.0,4.0,80.0,1.0,9.0,2.0,3.0,10.0,7.0,0.0,5.0,2/11/2019 10:30
28.0,No,Travel_Frequetly,181.0,Research & Development,,3.0,Life Sciences,1.0,1319.0,4.0,Male,53.0,2.0,1,Laboratory Technician,4.0,Married,3793.0,14316.0,1.0,Y,Yes,12.0,3.0,2.0,80.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,
51.0,No,Travel_Frequently,,Research & Development,7.0,2.0,Medical,1.0,1326.0,2.0,Female,40.0,2.0,1,LaboratoryTechnician,3.0,Single,2809.0,4625.0,0.0,Y,No,14.0,3.0,2.0,,0.0,,6.0,2.0,7.0,0.0,7.0,7.0,
30.0,No,Non-Travel,867.0,Research & Development,9.0,2.0,Medical,1.0,1297.0,3.0,Female,72.0,3.0,2,Manufacturing Director,3.0,Single,4273.0,12987.0,7.0,Y,Yes,18.0,3.0,3.0,80.0,0.0,11.0,3.0,3.0,8.0,4.0,1.0,7.0,
29.0,Yes,Travel_Rarely,804.0,,7.0,3.0,Technical Degree,1.0,1288.0,2.0,Female,38.0,3.0,1,Laboratory Technician,3.0,Divorced,3199.0,17680.0,,Y,Yes,13.0,3.0,,80.0,2.0,10.0,2.0,3.0,,7.0,7.0,7.0,1/22/2019 10:30
27.0,No,Travel_Rarely,654.0,Research & Development,1.0,3.0,Technical Degree,1.0,1310.0,4.0,Male,85.0,3.0,1,Research Scientist,1.0,Single,2049.0,4463.0,2.0,Y,No,11.0,3.0,2.0,80.0,0.0,5.0,9.0,2.0,3.0,2.0,1.0,2.0,
25.0,No,Travel_Rarely,250.0,research & development,1.0,3.0,Medical,1.0,1331.0,,Female,39.0,3.0,1,Research Scientist,2.0,Single,2691.0,18977.0,1.0,Y,No,,3.0,4.0,80.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,
32.0,No,Travel_Rarely,614.0,Sales,8.0,3.0,Medical,1.0,1313.0,3.0,Male,56.0,4.0,2,SalesExecutive,4.0,Married,5995.0,11343.0,1.0,Y,No,,,3.0,80.0,2.0,10.0,4.0,4.0,10.0,7.0,0.0,8.0,
45.0,No,Travel_Frequently,369.0,Research & Development,25.0,3.0,Medical,1.0,1351.0,,Female,83.0,3.0,5,manager,2.0,Single,18173.0,12954.0,3.0,Y,No,22.0,4.0,3.0,80.0,0.0,22.0,4.0,3.0,0.0,0.0,0.0,0.0,
40.0,No,Travl_Rarely,405.0,Research & Development,13.0,4.0,Medical,1.0,1293.0,3.0,Female,94.0,2.0,4,Mnager,2.0,Divorced,16917.0,17104.0,6.0,Y,,13.0,3.0,4.0,80.0,2.0,21.0,4.0,3.0,19.0,9.0,15.0,2.0,
58.0,No,Travel_Rarely,906.0,Research & Development,23.0,4.0,Life Sciences,1.0,1290.0,1.0,Male,88.0,3.0,1,Reaearch Scientist,3.0,Divorced,2470.0,26152.0,1.0,Y,No,12.0,3.0,4.0,80.0,2.0,,3.0,3.0,2.0,2.0,2.0,,
32.0,Yes,Travel_Rarely,1062.0,research & development,7.0,2.0,Life Sciences,1.0,1315.0,4.0,Male,79.0,3.0,2,Laboratory Technician,3.0,Married,4853.0,22944.0,1.0,,No,18.0,3.0,1.0,80.0,1.0,10.0,3.0,,10.0,4.0,1.0,1.0,9/4/2020 10:30
39.0,Yes,Travel_Rarely ,,Research & Development,23.0,3.0,Medical,1.0,1229.0,3.0,Male,95.0,3.0,1,Research Scientist,1.0,Single,3977.0,21899.0,0.0,Y,No,13.0,3.0,1.0,80.0,0.0,6.0,2.0,3.0,5.0,2.0,,3.0,12/10/2019 10:30
30.0,,Travel_Rarely,,Research & Development,6.0,3.0,Technical Degree,1.0,1279.0,1.0,Female,48.0,2.0,2,,4.0,Married,28887.0,23871.0,,Y,No,12.0,3.0,1.0,80.0,1.0,,6.0,3.0,9.0,2.0,6.0,7.0,8/3/2020 10:30
36.0,No,Travel_Rarely,319.0,Research & Development,10.0,4.0,Technical Degree,1.0,1345.0,4.0,Female,63.0,3.0,3,,3.0,Married,6926.0,5754.0,3.0,,No,12.0,3.0,1.0,80.0,0.0,10.0,0.0,3.0,7.0,7.0,1.0,7.0,
46.0,No,Travel_Rarely,996.0,Human Resources,1.0,2.0,Life Sciences,1.0,1285.0,,Female,45.0,3.0,1,Human Resources,1.0,Single,2687.0,22862.0,6.0,Y,No,12.0,3.0,3.0,80.0,0.0,10.0,3.0,4.0,7.0,,5.0,7.0,
28.0,No,Non-Trael,1464.0,Research & Development,1.0,3.0,Life Sciences,1.0,1312.0,3.0,Female,58.0,1.0,2,,4.0,Married,7062.0,15955.0,0.0,Y,No,11.0,3.0,1.0,80.0,3.0,10.0,6.0,3.0,9.0,8.0,7.0,5.0,
50.0,No,Travel_Rarely,1336.0,RESEARCH & DEVELOPMENT,29.0,3.0,Life Sciences,1.0,1287.0,4.0,Female,44.0,3.0,4,Research Director,1.0,Married,16901.0,22029.0,4.0,,Yes,11.0,3.0,2.0,80.0,0.0,24.0,2.0,3.0,,2.0,1.0,2.0,
40.0,Yes,Travuel_Rarely,337.0,Sales,24.0,4.0,Marketing,1.0,1321.0,4.0,Male,57.0,2.0,3,Sales Executive,2.0,Single,9152.0,17302.0,2.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,9.0,2.0,3.0,5.0,4.0,1.0,0.0,1/5/2019 10:30
52.0,Yes,Travel_Rarely,1013.0,Sales,5.0,3.0,Life Sciences,1.0,1359.0,2.0,Male,64.0,3.0,3,Sales Executive,2.0,Single,8455.0,21504.0,9.0,,Yes,19.0,3.0,3.0,80.0,0.0,10.0,2.0,2.0,8.0,7.0,17.0,7.0,5/19/2017 10:30
30.0,No,Travel_Rarely,646.0,Research & Development,,4.0,Medical,1.0,1279.0,2.0,Female,95.0,3.0,3,,,Married,11962.0,26421.0,1.0,Y,Yes,23.0,4.0,4.0,80.0,2.0,9.0,2.0,3.0,9.0,1.0,0.0,8.0,
39.0,No, Travel_Rarely,511.0,research & development,18.0,2.0,Life Sciences,1.0,1304.0,1.0,Male,,3.0,2,ManRfacturing Director,3.0,Single,4929.0,12829.0,0.0,Y,,11.0,3.0,1.0,80.0,0.0,9.0,6.0,3.0,8.0,7.0,1.0,7.0,
31.0,No,Non-Travel,2764.0,Sales,2.0,4.0,Life Sciences,1.0,1326.0,4.0,Female,176.0,3.0,3,Sales Executive,3.0,Divorced,9630.0,8896.0,1.0,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,5.0,2.0,10.0,8.0,9.0,6.0,
41.0,No,Non-Travel,280.0,Sales,10.0,2.0,Medical,1.0,1330.0,3.0,,40.0,1.0,2,Sales Executive,2.0,Single,5798.0,21835.0,,Y,No,13.0,3.0,1.0,80.0,0.0,19.0,4.0,,19.0,,11.0,9.0,
31.0,Yes,Travcl_Frequently,1062.0,SBales,1.0,3.0,Life Sciences,1.0,,4.0,Female,54.0,3.0,1,Sales Representative,2.0,Single,2771.0,8503.0,1.0,Y,Yes,11.0,3.0,1.0,80.0,0.0,3.0,2.0,,3.0,2.0,2.0,2.0,2/13/2017 10:30
43.0,Yes,Travel_Rarely,913.0,Research&Development,3.0,3.0,Life Sciences,1.0,1342.0,1.0,Male,87.0,3.0,1,LaboratoryTechnician,1.0,Married,2010.0,13897.0,4.0,Y,No,12.0,3.0,3.0,80.0,0.0,10.0,4.0,4.0,3.0,2.0,1.0,2.0,10/6/2019 10:30
42.0,No,Non-Travel,505.0,Research & Development,1.0,8.0,Life Sciences,1.0,1311.0,3.0,Male,37.0,3.0,4,Manager,3.0,Married,17750.0,26494.0,0.0,Y,Yes,13.0,3.0,4.0,80.0,0.0,21.0,10.0,2.0,20.0,8.0,2.0,10.0,
55.0,No,Travel_Rarely,306.0,Research & Development,,2.0,Medical,1.0,1384.0,4.0,Female,57.0,1.0,5,Manager,3.0,Married,18999.0,6974.0,4.0,Y,No,14.0,,4.0,80.0,1.0,23.0,5.0,3.0,19.0,9.0,9.0,11.0,
56.0,No,Travel_Rarely,197.0,Human Resources,,4.0,Life Sciences,1.0,,4.0,Male,101.0,3.0,5,,2.0,Single,19760.0,4003.0,6.0,Y,No,14.0,3.0,1.0,80.0,0.0,36.0,4.0,3.0,7.0,3.0,7.0,7.0,
39.0,No,non-travel,445.0,Research & Development,16.0,2.0,Life Sciences,1.0,1327.0,3.0,Male,74.0,3.0,1,Research Scientist,3.0,Divorced,3540.0,8128.0,9.0,Y,No,16.0,3.0,2.0,80.0,1.0,6.0,0.0,3.0,4.0,2.0,0.0,0.0,
34.0,No,TravJl_Rarely,961.0,Research & Development,9.0,3.0,Life Sciences,1.0,1388.0,4.0,Male,85.0,3.0,3,Healthcare Representative,4.0,Divorced,8631.0,5318.0,0.0,Y,No,,3.0,4.0,80.0,1.0,11.0,0.0,2.0,9.0,7.0,1.0,6.0,
40.0,No,Travel_Rarely,523.0,Research & Development,2.0,3.0,Life Sciences,1.0,1360.0,3.0,Male,99.0,3.0,2,Research Scientist,,Single,5059.0,22148.0,1.0,Y,No,,3.0,3.0,80.0,0.0,8.0,4.0,3.0,9.0,8.0,8.0,8.0,
40.0,No,Travel_Frequently,1010.0,Sales,1.0,3.0,Marketing,1.0,1310.0,3.0,Female,65.0,3.0,2,Sales Executive,1.0,Divorced,4154.0,4398.0,0.0,Y,No,,3.0,4.0,80.0,1.0,9.0,2.0,3.0,,3.0,1.0,7.0,
34.0,No,Travel_Frequently,521.0,Research & Development,4.0,4.0,Life Sciences,1.0,1378.0,3.0,Male,87.0,3.0,2,Research Scientist ,3.0,Single,4310.0,3159.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,0.0,8.0,3.0,3.0,9.0,6.0,1.0,1.0,
52.0,No,Travel_Rarely,801.0,Human Resources,5.0,3.0,Life Sciences,1.0,1355.0,3.0,Male,83.0,3.0,4,Manager,,Divorced,14126.0,17725.0,,Y,Yes,11.0,3.0,2.0,80.0,1.0,33.0,2.0,3.0,33.0,9.0,0.0,10.0,
39.0,No,Travel_Rarely,1015.0,Sales,2.0,2.0,Life Sciences,1.0,1387.0,2.0,Female,31.0,3.0,2,Sales Executive ,1.0,Divorced,6705.0,19856.0,3.0,,No,15.0,3.0,,80.0,1.0,11.0,3.0,3.0,6.0,7.0,1.0,7.0,
34.0,No,Travel_Rarely,501.0,Sales,14.0,2.0,Medical,1.0,1358.0,3.0,Female,65.0,3.0,2,Sales Executive,1.0,Single,6267.0,23301.0,1.0,Y,No,12.0,3.0,4.0,80.0,,10.0,9.0,4.0,10.0,8.0,9.0,6.0,
25.0,No,Travel_Rarely,908.0,Research & Development,19.0,1.0,,1.0,1371.0,4.0,Male,66.0,3.0,1,Laboratory Technician,4.0,Married,3643.0,8894.0,3.0,Y,No,11.0,3.0,3.0,80.0,3.0,7.0,6.0,2.0,3.0,,1.0,2.0,
58.0,Yes,Travel_Rarely,585.0,Research & Development,7.0,,Medical,1.0,1316.0,3.0,Female,53.0,2.0,3,Manufacturing Director,1.0,,9860.0,11907.0,,Y,Yes,14.0,3.0,4.0,80.0,0.0,,0.0,2.0,10.0,9.0,5.0,,2/2/2018 10:30
39.0,No,TravLel_Rarely,336.0,Research & Development,1.0,4.0,Life Sciences,1.0,1379.0,2.0,Male,88.0,3.0,1,Laboratory Technician,2.0,Married,3136.0,7551.0,3.0,Y,No,22.0,,3.0,,1.0,6.0,3.0,3.0,4.0,2.0,0.0,3.0,
36.0,No,Travel_Frequently,612.0,Sales,7.0,3.0,Marketing,1.0,1400.0,1.0,Female,84.0,4.0,2,Sales Executive,1.0,Married,4511.0,2029.0,2.0,Y,,16.0,3.0,4.0,80.0,1.0,17.0,2.0,2.0,15.0,7.0,6.0,13.0,
